"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"0140056696","Forkner, Ben (editor)","Modern Irish Short Stories","Literature & Fiction : General : Contemporary : Irish","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.05","Viking Press","November 1, 1994","1980","557"
"0306816539","Formosa, Dan","Baseball Field Guide: An In-Depth Illustrated Guide to the Complete Rules of Baseball","Sports : General","Baseball Field Guide: An In-Depth Illustrated Guide to the","5.0 Stars","Paperback","N","George's Office","$12.60","Da Capo Press","April 7, 2008","2008","240"
"093004455X","Forrest, Katherine V.","Amateur City (A Kate Delafield Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press, Incorporated","July  1988","1984","204"
"0941483037","Forrest, Katherine V.","Dreams & Swords","Gay & Lesbian : Literature & Fiction : Fiction : Lesbian","","","Trade Paperback","N","Books 11","$8.95","Naiad Press","October 1985","1987","175"
"0425158993","Forrest, Katherine V.","Liberty Square (A Kate Delafield Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Mass Market Paperback","Y","Books 11","$5.99","Penguin USA","July  1997","1996","242"
"0930044924","Forrest, Katherine V.","Murder at the Nightwood Bar (A Kate Delafield Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press","","1987","220"
"1562800027","Forrest, Katherine V.","Murder by Tradition (A Kate Delafield Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$9.95","Naiad Press","","1991","272"
"0941483487","Forrest, Katherine V.","The Beverly Malibu (A Kate Delafield Mystery)","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$9.95","Naiad Press, Incorporated","February  1991","1989","274"
"0658021508","Forster, Mark","Help Yourself Get Everything Done : and Still Have Time to Play","Business & Investing : Business Life : Time Management","","4.5 Stars","Paperback","N","George's Office","$8.98","McGraw-Hill","July 20, 2001","2000","196"
"0552091219","Forsyth, Frederick","Day of the Jackal","Mystery & Thrillers : Thrillers : Espionage / Intrigue","","5.0 Stars","Mass Market Paperback","N","George's Office","$3.00","Transworld Publishers Limited","April 1985","1971","382"
"","Forte","Agent News & Mail Reader: User's Guide Version 1.5","Computers & Internet : Applications : Training","","","Paperback","Y","2nd Floor Storeroom","$0.01","Forte","","1995","193"
"0345375742","Foster, Alan Dean","A Call to Arms: Book One of The Damned","Science Fiction & Fantasy : Science Fiction : Adventure","The Damned","","Mass Market Paperback","Y","Books 03","$3.00","Del Ray","","1991","341"
"0345418638","Foster, Alan Dean","Dirge : The Founding of the Commonwealth, Book Two","Science Fiction & Fantasy : Science Fiction : Contemporary","Humanx Commonwealth","","Paperback","N","Books 03","$3.50","Ballantine Publishing Group","May 2001","2000","289"
"0441001041","Foster, Alan Dean","Greenthieves","Science Fiction & Fantasy : Science Fiction : Adventure","","","Paperback","N","George's Office","$3.00","Ace Books","","1994","248"
"044100847X","Foster, Alan Dean","Interlopers","Science Fiction & Fantasy : Science Fiction : Contemporary","","4.0 Stars","Paperback","N","Books 36","$0.75","Ace","May 1, 2001","2001","313"
"0441003990","Foster, Alan Dean","Jed the Dead","Fiction & Literature : Science Fiction - General","","","Paperback","Y","Books 03","$2.50","Ace Books","January 1997","1997","298"
"0345461274","Foster, Alan Dean","Lost and Found : A Novel (Book 1)","Science Fiction & Fantasy : Science Fiction : General","Taken Trilogy","3.5 Stars","Paperback","N","George's Office","$4.50","Del Rey","May 31, 2005","2004","240"
"0345393627","Foster, Alan Dean","Mad Amos","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Paperback","Y","Books 03","$3.00","Del Ray","","1996","275"
"0345418611","Foster, Alan Dean","Phylogenesis :The Founding of the Commonwealth, Book One","Science Fiction & Fantasy : Science Fiction : General","Humanx Commonwealth","","Paperback","N","Books 03","$6.99","Ballantine Publishing Group","July 2000","1999","289"
"0441694543","Foster, Alan Dean","Quozl","Science Fiction & Fantasy : Science Fiction : Contemporary","","","Mass Market Paperback","Y","Books 03","$4.50","Ace Books","April  1989","1989","344"
"0345418689","Foster, Alan Dean","Reunion, Pip and Flinx Novel Ser.","Fiction & Literature : Science Fiction - General","Humanx Commonwealth","","Paperback","N","Books 03","$6.99","Ballantine Books","February 2002","2001","342"
"0441771556","Foster, Alan Dean","Slipt","Science Fiction & Fantasy : Science Fiction : General","","","Mass Market Paperback","Y","Books 03","$3.00","Ace Books","March 1998","1984","272"
"0345375750","Foster, Alan Dean","The False Mirror: Book Two of The Damned","Science Fiction & Fantasy : Science Fiction : Adventure","The Damned","","Paperback","Y","Books 03","$5.99","Del Ray","","1992","314"
"0345406451","Foster, Alan Dean","The Howling Stones","Science Fiction & Fantasy : Science Fiction : General","Humanx Commonwealth","","Mass Market Paperback","Y","Books 03","$6.99","Del Rey","January 1998","1997","326"
"0345375769","Foster, Alan Dean","The Spoils of War: Book Three of the Damned","Science Fiction & Fantasy : Science Fiction : Adventure","The Damned","","Mass Market Paperback","Y","Books 03","$5.99","Del Ray","January 1994","1993","296"
"0140171703","Foster, R. F.","Paddy & Mr. Punch: Connections in Irish and English History","History : Europe : England : General","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$5.98","Penguin USA","May 1, 1996","1993","382"
"0192117351","Foster, R. F.","W.B. Yeats: A Life, Vol. 1 : The Apprentice Mage, 1865-1914","Biographies & Memoirs : Arts & Literature : Authors","","4.5 Stars","Hardcover","N","George's Office","$12.98","Oxford University Press, USA","April 10, 1997","1997","640"
"0192852450","Foster, R. F. (Editor)","The Oxford Illustrated History of Ireland","History : Dublin (Ireland)","","","Paperback","N","","$24.95","World Bank","September 1991","1991","382"
"0140125108","Foster, R.F.","Modern Ireland 1600-1972","History : Europe : Ireland : General","","4.5 Stars","Paperback","N","George's Office","$2.70","Penguin Putnam~trade","October 26, 1989","1988","688"
"1592231772","Foster, Viv (editor)","Anatomy and Figure Drawing Handbook : A Comprehensive Guide to the Art of Drawing the Human Body","Arts & Photography : Art : Instruction & Reference : Drawing","","","Spiral-bound","N","2nd Floor Storeroom","$6.00","Thunder Bay Press","September 9, 2004","2004","224"
"042514545X","Fowler, Earlene","Fool's Puzzle","Mystery & Thrillers : Mystery : Women Sleuths : American","","","Mass Market Paperback","Y","Books 18","$4.99","Berkley Pub Group","January 1995","1994","237"
"0192813897","Fowler, H. W.","Oxford Fowler's Modern English Usage Dictionary (2nd ed)","Reference : Dictionaries & Thesauruses : General","","4.5 Stars","Paperback","N","George's Office","$3.95","Oxford University Press","","1983","725"
"0198813309","Fowler, H. W.","The King's English","Literature & Fiction : World Literature : United States : History & Criticism : Literary Theory","","5.0 Stars","Paperback","N","George's Office","$4.50","Oxford University Press, USA","","1906","383"
"0201485672","Fowler, Martin","Refactoring: Improving the Design of Existing Code","Computers & Internet : Computer Science : Software Engineering","Object Technology Series","4.5 Stars","Hardcover","N","2nd Floor Storeroom","$39.95","Addison-Wesley Professional","June 28, 1999","1999","431"
"0321193687","Fowler, Martin","UML Distilled: A Brief Guide to the Standard Object Modeling Language, Third Edition","Computers & Internet : General","","4.0 Stars","Oversize Paperback","N","2nd Floor Storeroom","$34.99","Addison-Wesley Professional","September 19, 2003","2003","175"
"0505527707","Fox, Angie","The Dangerous Book for Demon Slayers","Science Fiction & Fantasy : Fantasy : General","","5.0 Stars","Mass Market Paperback","N","Emma's Studio","$7.99","Love Spell","April 28, 2009","2009","308"
"","Fox, Annabel","Watercress Children, The: 18 children's knitting patterns","Crafts & Hobbies : Knitting","","","Paperback","Y","Emma's Studio","$12.50","","","1994","52"
"","Fox, Annabel","Willow Lake: 32 handknitting patterns","Crafts & Hobbies : Knitting","","","Paperback","Y","Emma's Studio","$15.00","","","1996","74"
"0340752122","Fox, Kate","Watching the English","Social Sciences : Customs & Traditions","","","Paperback","N","Emma's Studio","C$ 11.99","McArthur & Co / Hodder Mm","April 14 2005","2004","424"
"0394554957","Fox, Robin Lane","Pagans and Christians","Social Sciences : Anthropology : General","","","Hardcover","N","Books 23","$0.00","Alfred A. Knopf","","1986","799"
"0330370014","Francis, Dick","10lb Penalty","Mystery & Thrillers : Mystery : British Detectives","Spanish Edition","3.0 Stars","Paperback","N","Books 36","UK 2.00","MacMillan","December 1998","1997","308"
"0620263067","Francis, S","Madams are Restless, The","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R77.00","Rapid Phase","1 Jan 2001","2000","176"
"0143024272","Francis, S & Dugmore, H & Rico","Madam & Eve: Free at Last","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R82.00","The Penguin Group","2002","1994","176"
"0143024256","Francis, S & Dugmore, H & Rico","Madam & Eve: Madams Are from Mars; Maids Are from Venus","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R80.00","The Penguin Group","2002","1997","176"
"0143024264","Francis, S & Dugmore, H & Rico","Madam & Eve: Somewhere Over the Rainbow","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R82.00","The Penguin Group","2002","1997","174"
"0143024280","Francis, S & Dugmore, H & Rico","Madam & Eve:All Aboard the Gravy Train","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R80.00","The Penguin Group","2003","1995","176"
"0620307099","Francis, S.","Madam & Eve, the Maidtrix","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Oversize Paperback","Y","Emma's Studio","R118.00","Rapid Phase","January 2003","2003","176"
"0864864434","Francis, S. & Rico","International Maid of Mystery: A New Madam & Eve Collection","Comics & Graphic Novels : Comic Strips : Madam & Eve","","5.0 Stars","Oversize Paperback","Y","Emma's Studio","R77.00","David Philip","January 1999","1999","176"
"086486440X","Francis, Stephen","Madam and Eve: Collection","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R99.00","David Phillips Publishers","December 31, 1998","1993","120"
"0620279311","Francis, Stephen & Rico","Crouching Madam Hidden Maid","Comics & Graphic Novels : Comic Strips : Madam & Eve","","","Paperback","Y","Emma's Studio","R92.00","rapid phase","2001","2001","176"
"0394719689","Franck, Frederick","Zen of Seeing : Seeing/Drawing as Meditation","Arts & Photography : Art : General","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$13.57","Vintage","September 12, 1973","1973","130"
"0553371460","Franck, Frederick","Zen Seeing, Zen Drawing : Meditation in Action","Arts & Photography : Art : Instruction & Reference : Drawing","","4.0 Stars","Paperback","N","2nd Floor Storeroom","$12.92","Bantam","April 1, 1993","1993","169"
"0385495048","Frank, Thomas","One Market Under God: Extreme Capitalism, Market Populism, and the End of Economic Democracy","Business & Investing : Economics : Economic Conditions","","3.5 Stars","Paperback","N","George's Office","$9.72","Anchor","September 18, 2001","2000","436"
"0805073396","Frank, Thomas","What's the Matter with Kansas? How Conservatives Won the Heart of America","History : Americas : United States : State & Local : General","","4.0 Stars","Paperback","N","George's Office","$15.60","Metropolitan Books","June 1, 2004","2004","306"
"0385314744","Franken, Al","Rush Limbaugh Is a Big Fat Idiot : And Other Observations","Entertainment : Humor : Political","","","Hardcover","Y","George's Office","$0.99","Delacorte Press","","1996","271"
"0525949062","Franken, Al","The Truth (with jokes)","Entertainment : Humor : Political","","4.0 Stars","Hardcover","N","George's Office","$14.29","Dutton Adult","October 25, 2005","2005","336"
"0929261038","Franks, Gene","Pencil Drawing (Artist's Library series #03)","Arts & Photography : Art : Instruction & Reference : Drawing","Artist's Library Series","5.0 Stars","Paperback","N","2nd Floor Storeroom","$8.95","Walter Foster Publishing","January 1, 1990","1988","64"
"0394732510","Fraser, Antonia","Weaker Vessel","History : Europe : England : General","","5.0 Stars","Paperback","N","George's Office","$0.01","Vintage","September 12, 1985","1984","544"
"0006499813","Fraser, George MacDonald","Black Ajax","Literature & Fiction : General : Contemporary","","4.5 Stars","Paperback","N","George's Office","IR 8.05","Harpercollins Pub Ltd","June 30, 1998","1997","248"
"0452256771","Fraser, George MacDonald","Flash for freedom!","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","4.5 Stars","Paperback","N","George's Office","$4.20","New American Library","1985","1971","287"
"0006179800","Fraser, George MacDonald","Flashman and the Mountain of Light","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","books.mini.icon.22x22 Stars","Paperback","N","George's Office","£4.99","HarperCollins","September 26, 1991","1990","400"
"0452264871","Fraser, George MacDonald","Flashman and the Redskins","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","4.5 Stars","Paperback","N","George's Office","$6.00","Plume","September 1, 1983","1982","480"
"0006513670","Fraser, George MacDonald","Flashman and the Tiger","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","","Paperback","N","George's Office","$10.21","HarperCollins","16 October, 2000","2000","319"
"0452257654","Fraser, George MacDonald","Flashman at the Charge","Literature & Fiction : General : Contemporary","The Flashman Papers","5.0 Stars","Paperback","N","George's Office","$1.99","New American Library","1973","1973","288"
"0452263034","Fraser, George MacDonald","Flashman in the Great Game: From the Flashman Papers 1856-1858","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","5.0 Stars","Paperback","N","George's Office","$4.98","Plume Books","September, 1989","1975","336"
"1400096464","Fraser, George Macdonald","Flashman on the March : From the Flashman Papers, 1867-8","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","4.5 Stars","Paperback","N","Books 33","$11.20","Anchor","November 14, 2006","2005","335"
"","Fraser, George MacDonald","Flashman's Lady","Literature & Fiction : Genre Fiction : Historical","The Flashman Papers","","Paperback","N","George's Office","$1.25","New American Library / Signet","","1977","312"
